Course,Category,Price,Rating,Duration,Marketing_Spend,Students_Enrolled,Revenue
Python Programming,Programming,3619,4.1,67,19999,709,2565871
Pen Testing,Cyber Security,3310,4.3,45,18173,661,2187910
Oracle DB,Database,7156,4.4,42,3804,241,1724596
C++ Programming,Programming,4907,4.9,25,6803,393,1928451
Advanced SQL,Database,4353,4.2,49,9778,419,1823907
Google Cloud,Cloud,5400,3.9,66,17825,592,3196800
C++ Programming,Programming,1866,4.8,27,3740,348,649368
HTML & CSS,Web Development,7047,4.8,79,10992,547,3854709
Data Analytics,Data Science,2811,4.2,47,18140,624,1754064
Google Ads,Digital Marketing,6658,4.0,60,17160,564,3755112
Go Basics,Programming,3116,4.3,47,15741,558,1738728
Advanced SQL,Database,3185,4.1,65,5050,338,1076530
Go Basics,Programming,3031,4.2,32,17993,580,1757980
Django,Web Development,5823,5.0,40,15734,633,3685959
Docker & Kubernetes,Cloud,2435,4.2,74,18003,704,1714240
Deep Learning,Data Science,6533,4.5,63,7389,383,2502139
Java Programming,Programming,4001,3.9,43,7632,320,1280320
DevOps,Cloud,6385,4.0,44,16862,514,3281890
Docker & Kubernetes,Cloud,7180,4.9,79,8676,502,3604360
AI Fundamentals,Data Science,3866,4.0,40,17778,589,2277074
C++ Programming,Programming,1578,4.4,32,15581,590,931020
SOC Analyst,Cyber Security,4851,4.6,46,17544,646,3133746
Data Science,Data Science,6131,3.8,68,10226,383,2348173
C++ Programming,Programming,3341,4.4,30,17985,625,2088125
PostgreSQL,Database,6003,4.4,56,6742,344,2065032
Email Marketing,Digital Marketing,4505,4.5,68,4363,370,1666850
PostgreSQL,Database,5975,4.1,47,6355,311,1858225
Content Marketing,Digital Marketing,3938,4.8,22,17736,624,2457312
HTML & CSS,Web Development,5096,4.8,27,10764,442,2252432
Email Marketing,Digital Marketing,7145,4.2,65,17030,574,4101230
Network Security,Cyber Security,7929,4.0,33,4945,200,1585800
Flask,Web Development,3802,4.5,30,13605,531,2018862
Angular,Web Development,6191,4.1,74,19856,710,4395610
SQL Basics,Database,2610,5.0,70,16487,771,2012310
C++ Programming,Programming,6873,4.0,75,7348,336,2309328
Deep Learning,Data Science,3527,4.7,63,15868,667,2352509
Data Analytics,Data Science,6680,4.1,46,15293,504,3366720
Python Programming,Programming,4800,4.4,37,15093,542,2601600
Google Cloud,Cloud,6267,3.8,69,6052,306,1917702
Google Cloud,Cloud,2018,4.8,45,10137,515,1039270
Content Marketing,Digital Marketing,5552,4.1,73,12292,490,2720480
Pen Testing,Cyber Security,2569,4.5,51,14263,617,1585073
SQL Basics,Database,1876,3.9,70,18059,631,1183756
Java Programming,Programming,5115,4.3,47,9629,424,2168760
Deep Learning,Data Science,2802,4.8,76,11979,591,1655982
MongoDB,Database,3551,3.9,62,8423,355,1260605
Google Cloud,Cloud,7447,4.6,34,17065,588,4378836
Python Programming,Programming,1508,4.1,24,7348,335,505180
Data Analytics,Data Science,7070,4.3,20,14258,470,3322900
JavaScript Essentials,Programming,7185,4.0,24,10502,318,2284830
Python Programming,Programming,2345,4.2,76,12805,548,1285060
Azure Fundamentals,Cloud,6755,5.0,29,5241,331,2235905
Ethical Hacking,Cyber Security,6499,4.6,48,14507,569,3697931
Machine Learning,Data Science,4872,4.5,48,10118,427,2080344
Java Programming,Programming,7664,3.9,66,15583,509,3900976
Google Cloud,Cloud,7980,4.0,37,5760,207,1651860
Pen Testing,Cyber Security,6415,4.7,38,3878,304,1950160
Social Media Marketing,Digital Marketing,3183,4.4,52,9181,462,1470546
Google Cloud,Cloud,6793,3.9,77,10842,433,2941369
AWS Cloud,Cloud,3474,4.4,58,5326,360,1250640
C++ Programming,Programming,4092,4.0,75,16790,615,2516580
Network Security,Cyber Security,7748,4.4,69,5391,298,2308904
Ethical Hacking,Cyber Security,1612,4.1,22,4981,294,473928
Google Ads,Digital Marketing,5650,4.1,65,19418,679,3836350
DevOps,Cloud,7249,4.3,60,8003,356,2580644
C++ Programming,Programming,2147,4.4,33,8091,397,852359
Django,Web Development,6304,4.6,73,5166,361,2275744
PostgreSQL,Database,7479,4.9,35,4897,295,2206305
JavaScript Essentials,Programming,2450,4.3,58,4803,334,818300
Advanced SQL,Database,2478,3.8,28,3371,169,418782
Google Cloud,Cloud,5784,4.4,72,11495,491,2839944
React,Web Development,7642,4.7,37,6868,357,2728194
C++ Programming,Programming,5017,4.1,24,11616,406,2036902
Ethical Hacking,Cyber Security,5564,4.3,43,4816,277,1541228
Email Marketing,Digital Marketing,2867,4.2,36,6371,350,1003450
Ethical Hacking,Cyber Security,3371,4.7,20,4443,320,1078720
SEO,Digital Marketing,3503,3.9,43,15549,550,1926650
Machine Learning,Data Science,1789,4.5,78,16741,700,1252300
React,Web Development,4909,4.9,40,11888,549,2695041
Go Basics,Programming,4554,3.9,63,4725,260,1184040
Data Analytics,Data Science,1876,4.9,24,18240,717,1345092
Angular,Web Development,4181,3.9,49,3261,212,886372
Deep Learning,Data Science,6118,4.7,67,10948,518,3169124
Flask,Web Development,5541,5.0,69,9403,543,3008763
Network Security,Cyber Security,2733,3.8,46,3783,216,590328
Cyber Security,Cyber Security,6709,4.8,76,3314,380,2549420
HTML & CSS,Web Development,7717,4.6,74,13076,530,4090010
Data Analytics,Data Science,3451,4.3,23,7665,349,1204399
HTML & CSS,Web Development,1859,4.9,77,16535,770,1431430
Django,Web Development,7626,3.9,26,19561,515,3927390
PostgreSQL,Database,2113,4.5,23,17253,626,1322738
Machine Learning,Data Science,3889,4.1,40,15876,558,2170062
Social Media Marketing,Digital Marketing,4105,4.3,34,5447,322,1321810
Machine Learning,Data Science,7889,4.7,26,8092,319,2516591
AI Fundamentals,Data Science,5317,4.2,27,14740,503,2674451
AI Fundamentals,Data Science,4025,4.4,74,6929,397,1597925
Deep Learning,Data Science,7272,4.6,22,10045,403,2930616
Social Media Marketing,Digital Marketing,2715,3.9,35,14656,489,1327635
Ethical Hacking,Cyber Security,7047,4.2,72,8697,372,2621484
DevOps,Cloud,6054,4.7,35,6103,333,2015982
Java Programming,Programming,2494,3.8,73,10283,429,1069926
AI Fundamentals,Data Science,4549,4.6,80,5753,429,1951521
Cyber Security,Cyber Security,2114,3.8,24,9479,365,771610
PostgreSQL,Database,2555,3.9,74,13864,531,1356705
JavaScript Essentials,Programming,1914,4.0,56,17193,643,1230702
PostgreSQL,Database,5564,3.8,63,16980,541,3010124
React,Web Development,3033,4.1,48,7870,342,1037286
Pen Testing,Cyber Security,6554,4.1,38,19347,589,3860306
SOC Analyst,Cyber Security,1999,3.9,44,7496,338,675662
Data Analytics,Data Science,3541,4.6,71,3639,358,1267678
Social Media Marketing,Digital Marketing,5429,4.5,51,14273,582,3159678
Pen Testing,Cyber Security,4134,4.3,31,3854,236,975624
Network Security,Cyber Security,1740,4.9,69,12205,606,1054440
Google Ads,Digital Marketing,5837,4.2,57,10627,414,2416518
Java Programming,Programming,6881,4.1,54,4832,276,1899156
Data Analytics,Data Science,4681,4.2,73,8692,413,1933253
Data Analytics,Data Science,4105,4.8,64,14756,673,2762665
Ethical Hacking,Cyber Security,7262,4.6,80,7656,442,3209804
AI Fundamentals,Data Science,5941,4.2,51,4243,236,1402076
Java Programming,Programming,6428,4.1,53,18662,578,3715384
Flask,Web Development,3150,4.8,41,8815,491,1546650
Social Media Marketing,Digital Marketing,1987,3.8,57,7641,379,753073
Go Basics,Programming,4489,5.0,43,15962,659,2958251
C++ Programming,Programming,3972,4.2,30,17315,591,2347452
PostgreSQL,Database,6818,4.2,65,14692,524,3572632
Oracle DB,Database,2936,4.3,66,12650,529,1553144
Data Science,Data Science,7250,4.9,45,4061,293,2124250
Cyber Security,Cyber Security,6508,4.1,56,6411,335,2180180
Azure Fundamentals,Cloud,4212,4.7,35,14364,554,2333448
Data Science,Data Science,7307,4.6,66,14001,564,4121148
C++ Programming,Programming,3217,4.1,24,14484,471,1515207
SEO,Digital Marketing,7401,3.8,44,17359,525,3885525
Azure Fundamentals,Cloud,4891,4.4,44,14509,545,2665595
AWS Cloud,Cloud,5427,4.7,56,10391,471,2556117
AWS Cloud,Cloud,1773,4.2,40,11556,504,893592
Python Programming,Programming,4300,4.0,44,8272,361,1552300
Go Basics,Programming,2262,4.2,59,18818,703,1590186
JavaScript Essentials,Programming,6854,4.0,76,17227,581,3982174
Python Programming,Programming,4212,4.0,32,16411,539,2270268
Pen Testing,Cyber Security,3673,4.6,39,10783,453,1663869
JavaScript Essentials,Programming,6183,4.5,51,8032,362,2238246
HTML & CSS,Web Development,5002,3.9,72,18739,623,3116246
Python Programming,Programming,3195,4.0,38,5684,282,900990
SEO,Digital Marketing,4026,4.7,50,19026,740,2979240
MongoDB,Database,2246,4.6,44,9058,455,1021930
Google Cloud,Cloud,3028,4.3,36,17409,608,1841024
React,Web Development,3700,4.5,29,6168,304,1124800
MongoDB,Database,5935,4.3,68,10455,468,2777580
JavaScript Essentials,Programming,5780,4.3,54,18559,645,3728100
AI Fundamentals,Data Science,3948,3.9,77,4137,302,1192296
Pen Testing,Cyber Security,6181,4.6,59,7831,389,2404409
Google Ads,Digital Marketing,2916,4.9,30,9943,505,1472580
Machine Learning,Data Science,1849,4.3,63,17266,656,1212944
Content Marketing,Digital Marketing,6374,4.1,78,5195,297,1893078
Docker & Kubernetes,Cloud,4755,4.5,74,12050,556,2643780
AWS Cloud,Cloud,7943,4.6,57,16749,586,4654598
Azure Fundamentals,Cloud,2714,4.5,57,6283,430,1167020
Go Basics,Programming,7886,3.9,38,14267,452,3564472
Google Cloud,Cloud,4637,4.6,56,18500,664,3078968
Deep Learning,Data Science,4801,4.0,58,16163,536,2573336
Google Cloud,Cloud,7156,4.1,67,18571,652,4665712
Angular,Web Development,1665,4.2,70,12930,559,930735
Django,Web Development,7203,4.6,75,10469,475,3421425
Django,Web Development,7840,4.8,37,16656,600,4704000
SQL Basics,Database,3039,4.3,78,16342,683,2075637
Docker & Kubernetes,Cloud,4563,4.8,52,8209,426,1943838
Flask,Web Development,4804,4.0,74,3948,271,1301884
Machine Learning,Data Science,1972,4.1,49,4656,333,656676
React,Web Development,3744,4.2,49,19551,662,2478528
SQL Basics,Database,7080,3.8,43,19016,560,3964800
Azure Fundamentals,Cloud,5387,4.5,42,14280,517,2785079
Social Media Marketing,Digital Marketing,7635,4.8,25,12341,434,3313590
AWS Cloud,Cloud,2834,4.8,69,10022,577,1635218
Machine Learning,Data Science,7051,4.0,61,16418,550,3878050
Python Programming,Programming,5383,4.9,61,8675,491,2643053
SEO,Digital Marketing,3333,4.1,71,13009,556,1853148
MongoDB,Database,4971,4.9,74,14426,657,3265947
React,Web Development,5323,4.2,53,16013,574,3055402
Python Programming,Programming,5690,5.0,73,15262,685,3897650
Oracle DB,Database,6489,4.1,63,6542,324,2102436
C++ Programming,Programming,3764,4.6,75,12072,566,2130424
MongoDB,Database,3043,4.0,68,10874,500,1521500
Go Basics,Programming,4810,4.6,63,7585,447,2150070
JavaScript Essentials,Programming,3921,4.1,46,16257,559,2191839
SQL Basics,Database,6276,4.6,56,9223,431,2704956
Advanced SQL,Database,7122,4.4,70,18588,695,4949790
MongoDB,Database,5655,4.2,30,8935,328,1854840
JavaScript Essentials,Programming,2548,4.7,66,8998,543,1383564
MongoDB,Database,6861,3.9,42,10318,365,2504265
Social Media Marketing,Digital Marketing,4944,4.7,41,15179,573,2832912
Cyber Security,Cyber Security,5299,4.8,50,4758,377,1997723
Oracle DB,Database,6253,4.9,24,18473,669,4183257
Data Analytics,Data Science,2481,4.8,44,12776,572,1419132
Java Programming,Programming,2625,5.0,41,16408,689,1808625
Azure Fundamentals,Cloud,4091,4.8,31,5648,353,1444123
React,Web Development,4067,4.6,20,17812,597,2427999
Machine Learning,Data Science,6220,4.7,51,5884,337,2096140
SOC Analyst,Cyber Security,6689,4.3,47,18643,610,4080290
Python Programming,Programming,5872,4.0,43,3461,230,1350560
Flask,Web Development,3061,3.8,20,11153,344,1052984
MongoDB,Database,4056,4.0,44,19493,635,2575560
React,Web Development,2034,4.8,39,12529,564,1147176
Oracle DB,Database,6385,4.4,47,7384,341,2177285
Google Cloud,Cloud,7644,4.0,80,16218,544,4158336
Machine Learning,Data Science,7456,5.0,33,3718,296,2206976
Network Security,Cyber Security,2508,4.2,61,4224,318,797544
MongoDB,Database,7818,4.4,23,4571,226,1766868
Python Programming,Programming,1895,4.6,46,17559,677,1282915
Go Basics,Programming,3570,4.4,29,9733,422,1506540
SQL Basics,Database,3966,4.3,26,11846,447,1772802
Network Security,Cyber Security,4931,4.8,26,19763,700,3451700
Ethical Hacking,Cyber Security,3815,3.9,26,19309,561,2140215
Network Security,Cyber Security,7873,4.1,53,9608,355,2794915
PostgreSQL,Database,3919,4.0,55,19264,674,2641406
AI Fundamentals,Data Science,4208,4.1,20,5916,279,1174032
Go Basics,Programming,6980,4.4,80,5951,392,2736160
Ethical Hacking,Cyber Security,7427,4.7,77,11385,544,4040288
AI Fundamentals,Data Science,3925,4.1,23,6270,291,1142175
Data Science,Data Science,3880,4.2,63,13246,533,2068040
SQL Basics,Database,2278,4.8,76,4503,406,924868
Content Marketing,Digital Marketing,6934,4.6,41,14715,566,3924644
Docker & Kubernetes,Cloud,3697,4.9,25,15210,618,2284746
React,Web Development,2432,4.3,49,11907,528,1284096
DevOps,Cloud,4954,4.6,71,8465,444,2199576
Data Science,Data Science,2805,3.9,78,18816,704,1974720
SOC Analyst,Cyber Security,2984,4.5,69,14750,642,1915728
Java Programming,Programming,5457,4.9,27,16476,607,3312399
Python Programming,Programming,3643,4.6,20,10339,440,1602920
Social Media Marketing,Digital Marketing,5752,4.4,64,6120,358,2059216
Advanced SQL,Database,5447,4.2,63,15611,555,3023085
Email Marketing,Digital Marketing,6520,3.9,61,8142,338,2203760
Google Ads,Digital Marketing,5561,4.8,24,19110,646,3592406
Deep Learning,Data Science,3778,3.9,34,15407,492,1858776
Content Marketing,Digital Marketing,2145,4.4,71,17683,684,1467180
Google Ads,Digital Marketing,5162,4.2,51,3582,231,1192422
DevOps,Cloud,1793,4.5,20,5978,351,629343
Pen Testing,Cyber Security,6722,4.2,52,9778,403,2708966
PostgreSQL,Database,4292,4.2,23,10304,401,1721092
Google Cloud,Cloud,6088,4.7,58,18503,705,4292040
MongoDB,Database,7364,4.3,26,10266,326,2400664
Angular,Web Development,6690,5.0,38,15251,611,4087590
Python Programming,Programming,2844,4.4,72,16409,646,1837224
Flask,Web Development,3104,4.0,79,15874,603,1871712
Azure Fundamentals,Cloud,7371,4.2,68,16581,558,4113018
Oracle DB,Database,2509,4.7,48,17987,714,1791426
Pen Testing,Cyber Security,2602,5.0,20,4591,351,913302
Docker & Kubernetes,Cloud,5456,4.9,69,8806,515,2809840
Network Security,Cyber Security,7484,4.8,26,15694,562,4206008
Pen Testing,Cyber Security,4136,4.4,44,16718,614,2539504
Advanced SQL,Database,3741,4.3,41,12639,489,1829349
Content Marketing,Digital Marketing,2631,4.3,64,19786,718,1889058
Email Marketing,Digital Marketing,4071,4.7,79,10121,530,2157630
Data Analytics,Data Science,7352,4.1,42,7347,306,2249712
Advanced SQL,Database,5627,4.5,60,13563,567,3190509
C++ Programming,Programming,6106,4.4,56,16679,617,3767402
Oracle DB,Database,3842,4.9,47,3418,346,1329332
Python Programming,Programming,4620,4.0,62,4854,273,1261260
React,Web Development,3847,4.6,29,5032,325,1250275
Social Media Marketing,Digital Marketing,3171,4.7,22,14753,583,1848693
AWS Cloud,Cloud,6547,4.8,67,10350,527,3450269
Oracle DB,Database,4685,4.1,70,12425,522,2445570
SQL Basics,Database,4625,4.3,70,13245,558,2580750
Python Programming,Programming,7592,4.1,59,17518,600,4555200
Deep Learning,Data Science,7685,4.5,67,9437,456,3504360
Advanced SQL,Database,3909,4.3,63,5440,334,1305606
Data Analytics,Data Science,2477,4.3,47,12145,511,1265747
React,Web Development,2818,4.5,36,3184,271,763678
Azure Fundamentals,Cloud,1827,4.0,40,4666,296,540792
Oracle DB,Database,6922,4.2,70,14733,523,3620206
Social Media Marketing,Digital Marketing,5804,4.1,31,5234,256,1485824
Network Security,Cyber Security,4907,4.5,45,6012,334,1638938
Machine Learning,Data Science,6934,4.2,43,12619,425,2946950
Email Marketing,Digital Marketing,5845,4.4,55,3288,248,1449560
MongoDB,Database,5150,4.1,61,10989,420,2163000
MongoDB,Database,4624,4.9,80,6715,476,2201024
Flask,Web Development,7430,4.1,78,19936,699,5193570
Social Media Marketing,Digital Marketing,5713,4.8,48,18951,670,3827710
React,Web Development,4124,4.4,80,6144,394,1624856
Email Marketing,Digital Marketing,5868,3.8,24,9906,314,1842552
Advanced SQL,Database,7114,4.3,26,9736,350,2489900
Google Ads,Digital Marketing,6796,4.8,24,8038,335,2276660
Google Cloud,Cloud,1810,3.9,23,8832,356,644360
Flask,Web Development,2077,4.5,34,11475,488,1013576
DevOps,Cloud,6662,4.3,40,3553,219,1458978
SQL Basics,Database,5881,3.8,66,5072,283,1664323
Oracle DB,Database,1872,4.6,24,14721,597,1117584
Ethical Hacking,Cyber Security,3874,4.7,39,5834,351,1359774
Google Ads,Digital Marketing,4624,4.3,62,4009,306,1414944
Data Analytics,Data Science,3301,4.0,45,12665,479,1581179
Deep Learning,Data Science,7048,4.9,70,15226,674,4750352
Go Basics,Programming,6047,4.0,22,3164,157,949379
SOC Analyst,Cyber Security,5900,4.5,25,12984,447,2637300
MongoDB,Database,3234,4.3,61,19795,695,2247630
Machine Learning,Data Science,3308,4.5,36,9367,405,1339740
Data Analytics,Data Science,1945,4.8,79,18114,797,1550165
Ethical Hacking,Cyber Security,3881,4.6,36,6217,336,1304016
Oracle DB,Database,5491,4.9,42,7201,419,2300729
Advanced SQL,Database,2319,4.1,24,9340,358,830202
DevOps,Cloud,4189,4.5,39,7993,395,1654655
Cyber Security,Cyber Security,4091,5.0,30,3158,301,1231391
Machine Learning,Data Science,7334,4.7,47,12066,514,3769676
React,Web Development,7067,4.7,76,18727,718,5074106
Google Cloud,Cloud,7846,4.2,55,6566,285,2236110
Oracle DB,Database,2171,4.8,74,7587,537,1165827
Network Security,Cyber Security,3656,4.7,60,5505,415,1517240
Python Programming,Programming,5654,4.6,72,16275,675,3816450
Network Security,Cyber Security,1800,4.5,54,18469,722,1299600
Content Marketing,Digital Marketing,4496,4.3,77,12535,529,2378384
Docker & Kubernetes,Cloud,5681,3.9,43,19455,563,3198403
Advanced SQL,Database,6530,4.6,68,19847,704,4597120
Azure Fundamentals,Cloud,2967,4.5,56,7790,450,1335150
PostgreSQL,Database,4439,3.8,68,18979,618,2743302
C++ Programming,Programming,4526,4.1,62,9775,430,1946180
Social Media Marketing,Digital Marketing,4679,4.4,49,4521,276,1291404
MongoDB,Database,2345,4.6,53,11961,574,1346030
MongoDB,Database,6240,4.5,31,15342,542,3382080
Google Cloud,Cloud,6314,4.6,73,5550,384,2424576
Django,Web Development,3325,4.4,42,14306,553,1838725
Google Ads,Digital Marketing,6449,3.8,76,7553,338,2179762
Machine Learning,Data Science,2131,4.4,37,9930,426,907806
Machine Learning,Data Science,4467,4.5,72,6877,436,1947612
AI Fundamentals,Data Science,4205,4.7,50,18689,702,2951910
Data Analytics,Data Science,2820,4.6,46,3735,311,877020
Java Programming,Programming,6198,4.5,28,19798,609,3774582
Network Security,Cyber Security,1958,4.0,79,8899,463,906554
Docker & Kubernetes,Cloud,6117,4.6,76,12288,588,3596796
Java Programming,Programming,5179,4.5,50,18783,648,3355992
AI Fundamentals,Data Science,6422,4.0,57,8959,370,2376140
Oracle DB,Database,3666,4.0,63,14228,568,2082288
Docker & Kubernetes,Cloud,6338,3.9,44,15630,469,2972522
Python Programming,Programming,3157,4.4,78,19526,769,2427733
Azure Fundamentals,Cloud,6460,3.9,50,4279,244,1576240
Email Marketing,Digital Marketing,5623,4.7,25,18802,649,3649327
Data Analytics,Data Science,5917,4.8,77,17139,711,4206987
Google Cloud,Cloud,1855,4.6,47,10519,539,999845
Google Ads,Digital Marketing,7968,4.7,42,6201,324,2581632
Deep Learning,Data Science,5408,4.7,78,5746,408,2206464
Pen Testing,Cyber Security,4847,4.1,20,3233,182,882154
Ethical Hacking,Cyber Security,5757,3.8,61,9731,387,2227959
Social Media Marketing,Digital Marketing,4849,4.2,29,16961,560,2715440
Cyber Security,Cyber Security,3640,4.8,47,14981,632,2300480
Django,Web Development,7684,4.0,55,18809,569,4372196
Flask,Web Development,6045,4.4,39,14283,530,3203850
PostgreSQL,Database,7527,4.0,75,6902,349,2626923
AI Fundamentals,Data Science,7915,4.6,30,6285,277,2192455
SOC Analyst,Cyber Security,7939,4.2,55,4705,236,1873604
AWS Cloud,Cloud,2246,4.8,50,17266,678,1522788
C++ Programming,Programming,3316,4.2,58,4237,324,1074384
DevOps,Cloud,6529,4.6,38,4882,322,2102338
Content Marketing,Digital Marketing,6745,4.4,20,9609,371,2502395
Oracle DB,Database,3842,4.0,70,19729,692,2658664
Advanced SQL,Database,6539,4.0,22,14787,420,2746380
SQL Basics,Database,2789,3.9,37,16088,525,1464225
PostgreSQL,Database,4821,4.5,53,3503,314,1513794
SQL Basics,Database,2238,4.5,66,14406,620,1387560
Social Media Marketing,Digital Marketing,3353,4.5,32,17901,662,2219686
Docker & Kubernetes,Cloud,1538,4.1,46,19588,654,1005852
Ethical Hacking,Cyber Security,5621,4.2,80,6834,409,2298989
Cyber Security,Cyber Security,5906,4.8,56,11196,532,3141992
DevOps,Cloud,6113,4.4,35,14130,517,3160421
DevOps,Cloud,6307,4.8,50,6809,377,2377739
JavaScript Essentials,Programming,6690,4.7,34,10534,456,3050640
Django,Web Development,4392,4.4,20,11629,412,1809504
HTML & CSS,Web Development,4768,4.6,72,14206,589,2808352
Network Security,Cyber Security,5403,4.2,33,11817,402,2172006
Advanced SQL,Database,5587,4.7,35,10931,486,2715282
React,Web Development,3377,4.0,35,14666,477,1610829
SEO,Digital Marketing,2482,4.9,63,19143,794,1970708
Go Basics,Programming,1846,4.8,43,13335,597,1102062
Cyber Security,Cyber Security,5520,4.0,68,19748,651,3593520
Azure Fundamentals,Cloud,7645,4.5,23,16866,536,4097720
Ethical Hacking,Cyber Security,5616,4.2,75,8727,424,2381184
Go Basics,Programming,5268,4.2,20,3387,199,1048332
AI Fundamentals,Data Science,6259,3.9,43,11509,368,2303312
Cyber Security,Cyber Security,3442,4.1,59,14242,540,1858680
AI Fundamentals,Data Science,4972,4.1,64,15199,554,2754488
Google Ads,Digital Marketing,3790,4.3,56,7297,393,1489470
Advanced SQL,Database,2318,4.7,71,10726,574,1330532
DevOps,Cloud,3106,4.0,67,7900,396,1229976
SEO,Digital Marketing,2946,4.3,28,19941,661,1947306
MongoDB,Database,7933,4.4,36,4563,233,1848389
Java Programming,Programming,1991,4.1,36,18615,651,1296141
SQL Basics,Database,5185,4.7,36,14828,558,2893230
Pen Testing,Cyber Security,3611,4.2,46,6972,341,1231351
Email Marketing,Digital Marketing,3129,4.5,61,8719,483,1511307
Angular,Web Development,4163,4.6,51,17645,693,2884959
JavaScript Essentials,Programming,6527,4.1,60,7746,373,2434571
Deep Learning,Data Science,4955,4.6,56,16263,656,3250480
Python Programming,Programming,2827,4.2,40,13383,518,1464386
Angular,Web Development,6459,4.6,37,17578,627,4049793
Social Media Marketing,Digital Marketing,7626,4.5,48,16565,558,4255308
Data Science,Data Science,2524,4.7,62,11245,591,1491684
SQL Basics,Database,3225,4.0,26,6131,242,780450
Docker & Kubernetes,Cloud,1940,3.8,45,5727,264,512160
Flask,Web Development,2772,3.9,79,15774,598,1657656
Machine Learning,Data Science,7542,4.1,60,7142,298,2247516
Network Security,Cyber Security,1734,3.8,42,13656,508,880872
DevOps,Cloud,5928,4.9,55,17576,665,3942120
Oracle DB,Database,2950,4.5,49,17253,659,1944050
Oracle DB,Database,4036,4.9,50,10442,543,2191548
JavaScript Essentials,Programming,4022,4.2,36,8102,341,1371502
Python Programming,Programming,5787,4.8,74,7466,454,2627298
Django,Web Development,5883,3.8,79,19119,672,3953376
Google Ads,Digital Marketing,3954,3.8,47,12598,447,1767438
Data Science,Data Science,5990,4.2,46,17323,573,3432270
Machine Learning,Data Science,7356,4.7,44,15398,553,4067868
HTML & CSS,Web Development,4958,4.6,53,11908,505,2503790
Oracle DB,Database,3702,4.3,74,5243,353,1306806
Deep Learning,Data Science,2404,4.6,59,17836,696,1673184
Oracle DB,Database,5530,4.0,21,7985,249,1376970
Ethical Hacking,Cyber Security,3023,5.0,38,11820,535,1617305
PostgreSQL,Database,7456,3.8,25,7937,205,1528480
Azure Fundamentals,Cloud,4300,4.3,70,19331,702,3018600
AWS Cloud,Cloud,4205,3.9,68,7787,343,1442315
Django,Web Development,2084,4.5,31,9297,459,956556
Social Media Marketing,Digital Marketing,4625,4.8,27,11157,469,2169125
Google Ads,Digital Marketing,3524,4.7,22,9526,425,1497700
SQL Basics,Database,5769,4.6,33,18493,626,3611394
MongoDB,Database,4146,4.0,66,4382,310,1285260
Pen Testing,Cyber Security,2500,4.1,60,12791,506,1265000
HTML & CSS,Web Development,6961,4.1,27,10732,361,2512921
Google Cloud,Cloud,1623,4.0,37,6920,325,527475
Content Marketing,Digital Marketing,1573,5.0,57,18573,796,1252108
Network Security,Cyber Security,4542,4.7,35,8167,406,1844052
Go Basics,Programming,4272,4.9,68,4967,391,1670352
React,Web Development,7245,4.4,26,7123,292,2115540
Deep Learning,Data Science,6074,4.7,68,14380,628,3814472
Azure Fundamentals,Cloud,1674,4.6,42,7414,410,686340
JavaScript Essentials,Programming,7288,4.3,38,19059,583,4248904
Network Security,Cyber Security,5953,4.2,66,18348,631,3756343
Email Marketing,Digital Marketing,6042,4.0,53,8079,334,2018028
Angular,Web Development,5936,4.2,20,19579,577,3425072
Advanced SQL,Database,1653,4.5,43,10824,489,808317
SQL Basics,Database,6892,5.0,72,15697,656,4521152
SOC Analyst,Cyber Security,7772,4.5,59,12277,481,3738332
Google Cloud,Cloud,2404,3.9,62,5184,287,689948
Content Marketing,Digital Marketing,2963,4.8,32,6507,390,1155570
Data Science,Data Science,1760,4.5,73,15733,693,1219680
Docker & Kubernetes,Cloud,6611,4.6,36,4608,273,1804803
Data Analytics,Data Science,7380,3.9,79,9839,414,3055320
AWS Cloud,Cloud,5334,4.8,23,14826,554,2955036
PostgreSQL,Database,4523,4.8,23,11710,485,2193655
Python Programming,Programming,3989,3.9,33,6182,238,949382
Advanced SQL,Database,5855,4.3,32,11151,415,2429825
Advanced SQL,Database,6074,4.7,46,6457,384,2332416
Oracle DB,Database,4432,4.6,64,16994,699,3097968
Java Programming,Programming,7991,4.0,45,19537,573,4578843
Advanced SQL,Database,5873,5.0,48,14544,637,3741101
Flask,Web Development,4159,4.8,46,17109,689,2865551
MongoDB,Database,6484,4.1,54,10009,387,2509308
Email Marketing,Digital Marketing,7599,4.1,48,17663,553,4202247
Python Programming,Programming,3830,4.5,53,7426,433,1658390
HTML & CSS,Web Development,3960,5.0,33,13318,544,2154240
Social Media Marketing,Digital Marketing,6035,4.4,56,8069,366,2208810
JavaScript Essentials,Programming,4413,4.0,36,15028,522,2303586
Network Security,Cyber Security,3408,4.1,39,6011,307,1046256
Docker & Kubernetes,Cloud,3281,4.7,66,13639,639,2096559
Azure Fundamentals,Cloud,5499,4.8,64,6124,420,2309580
MongoDB,Database,1806,4.7,56,15502,639,1154034
SEO,Digital Marketing,7815,4.2,76,17231,609,4759335
SEO,Digital Marketing,7811,4.1,61,3374,234,1827774
Google Ads,Digital Marketing,1943,4.2,22,13463,488,948184
Network Security,Cyber Security,4177,4.4,34,8019,341,1424357
PostgreSQL,Database,5150,4.7,56,19538,699,3599850
AI Fundamentals,Data Science,3873,4.7,29,7331,371,1436883
JavaScript Essentials,Programming,6181,4.7,55,16080,608,3758048
